instance 	 n 	 Gamma 	 Delta 	 status 	 objbound 	 objval 	 mipgap 	 runtime 
1 	 10 	 3 	 2 	 2 	 4452.87 	 4452.87 	 0.0000 	 1.44 
1 	 10 	 5 	 2 	 2 	 4985.21 	 4985.21 	 0.0000 	 1.69 
1 	 10 	 7 	 0 	 2 	 5369.00 	 5369.00 	 0.0000 	 0.01 
1 	 10 	 7 	 1 	 2 	 5369.00 	 5369.00 	 0.0000 	 2.34 
1 	 10 	 7 	 2 	 2 	 5369.00 	 5369.00 	 0.0000 	 1.53 
1 	 10 	 7 	 3 	 2 	 5369.00 	 5369.00 	 0.0000 	 1.65 
2 	 10 	 3 	 2 	 2 	 3526.25 	 3526.25 	 0.0000 	 12.39 
2 	 10 	 5 	 2 	 2 	 4374.52 	 4374.52 	 0.0000 	 6.67 
2 	 10 	 7 	 0 	 2 	 4847.00 	 4847.00 	 0.0000 	 0.01 
2 	 10 	 7 	 1 	 2 	 4847.00 	 4847.00 	 0.0000 	 1.50 
2 	 10 	 7 	 2 	 2 	 4847.00 	 4847.00 	 0.0000 	 1.43 
2 	 10 	 7 	 3 	 2 	 4847.00 	 4847.00 	 0.0000 	 1.58 
3 	 10 	 3 	 2 	 2 	 4499.25 	 4499.25 	 0.0000 	 10.35 
3 	 10 	 5 	 2 	 2 	 5285.12 	 5285.12 	 0.0000 	 4.70 
3 	 10 	 7 	 0 	 2 	 5954.00 	 5954.00 	 0.0000 	 0.02 
3 	 10 	 7 	 1 	 2 	 5877.30 	 5877.30 	 0.0000 	 2.04 
3 	 10 	 7 	 2 	 2 	 5877.30 	 5877.30 	 0.0000 	 1.81 
3 	 10 	 7 	 3 	 2 	 5877.30 	 5877.82 	 0.0001 	 1.65 
4 	 10 	 3 	 2 	 2 	 4323.06 	 4323.29 	 0.0001 	 13.54 
4 	 10 	 5 	 2 	 2 	 5006.01 	 5006.01 	 0.0000 	 6.50 
4 	 10 	 7 	 0 	 2 	 5640.00 	 5640.00 	 0.0000 	 0.02 
4 	 10 	 7 	 1 	 2 	 5582.51 	 5582.51 	 0.0000 	 2.72 
4 	 10 	 7 	 2 	 2 	 5582.51 	 5582.51 	 0.0000 	 2.06 
4 	 10 	 7 	 3 	 2 	 5582.51 	 5582.51 	 0.0000 	 9.25 
5 	 10 	 3 	 2 	 2 	 4721.38 	 4721.38 	 0.0000 	 22.95 
5 	 10 	 5 	 2 	 2 	 5578.36 	 5578.36 	 0.0000 	 10.89 
5 	 10 	 7 	 0 	 2 	 6342.00 	 6342.00 	 0.0000 	 0.02 
5 	 10 	 7 	 1 	 2 	 6298.42 	 6298.42 	 0.0000 	 1.88 
5 	 10 	 7 	 2 	 2 	 6298.42 	 6298.42 	 0.0000 	 8.92 
5 	 10 	 7 	 3 	 2 	 6298.42 	 6298.42 	 0.0000 	 7.40 
6 	 10 	 3 	 2 	 2 	 5555.67 	 5555.67 	 0.0000 	 1.78 
6 	 10 	 5 	 2 	 2 	 6007.53 	 6007.53 	 0.0000 	 1.86 
6 	 10 	 7 	 0 	 2 	 6327.00 	 6327.00 	 0.0000 	 0.01 
6 	 10 	 7 	 1 	 2 	 6323.67 	 6323.67 	 0.0000 	 1.61 
6 	 10 	 7 	 2 	 2 	 6323.67 	 6323.67 	 0.0000 	 3.36 
6 	 10 	 7 	 3 	 2 	 6323.67 	 6323.67 	 0.0000 	 1.80 
7 	 10 	 3 	 2 	 2 	 4691.45 	 4691.45 	 0.0000 	 4.11 
7 	 10 	 5 	 2 	 2 	 5328.36 	 5328.36 	 0.0000 	 1.65 
7 	 10 	 7 	 0 	 2 	 5832.00 	 5832.00 	 0.0000 	 0.01 
7 	 10 	 7 	 1 	 2 	 5806.77 	 5806.94 	 0.0000 	 1.70 
7 	 10 	 7 	 2 	 2 	 5806.94 	 5806.94 	 0.0000 	 1.62 
7 	 10 	 7 	 3 	 2 	 5806.94 	 5806.94 	 0.0000 	 1.58 
8 	 10 	 3 	 2 	 2 	 3933.30 	 3933.30 	 0.0000 	 4.59 
8 	 10 	 5 	 2 	 2 	 4782.06 	 4782.06 	 0.0000 	 3.14 
8 	 10 	 7 	 0 	 2 	 5353.00 	 5353.00 	 0.0000 	 0.02 
8 	 10 	 7 	 1 	 2 	 5320.01 	 5320.01 	 0.0000 	 2.12 
8 	 10 	 7 	 2 	 2 	 5319.83 	 5320.01 	 0.0000 	 6.37 
8 	 10 	 7 	 3 	 2 	 5319.52 	 5320.01 	 0.0001 	 2.77 
9 	 10 	 3 	 2 	 2 	 3931.72 	 3931.72 	 0.0000 	 8.94 
9 	 10 	 5 	 2 	 2 	 4431.24 	 4431.24 	 0.0000 	 1.52 
9 	 10 	 7 	 0 	 2 	 4939.00 	 4939.00 	 0.0000 	 0.02 
9 	 10 	 7 	 1 	 2 	 4894.78 	 4894.78 	 0.0000 	 1.65 
9 	 10 	 7 	 2 	 2 	 4894.78 	 4894.78 	 0.0000 	 1.39 
9 	 10 	 7 	 3 	 2 	 4894.78 	 4894.81 	 0.0000 	 1.61 
10 	 10 	 3 	 2 	 2 	 2432.43 	 2432.43 	 0.0000 	 20.02 
10 	 10 	 5 	 2 	 2 	 3101.55 	 3101.55 	 0.0000 	 9.52 
10 	 10 	 7 	 0 	 2 	 3577.00 	 3577.00 	 0.0000 	 0.01 
10 	 10 	 7 	 1 	 2 	 3577.00 	 3577.00 	 0.0000 	 2.28 
10 	 10 	 7 	 2 	 2 	 3577.00 	 3577.00 	 0.0000 	 1.49 
10 	 10 	 7 	 3 	 2 	 3577.00 	 3577.00 	 0.0000 	 6.74 
11 	 10 	 3 	 2 	 2 	 3864.65 	 3864.65 	 0.0000 	 15.97 
11 	 10 	 5 	 2 	 2 	 4623.90 	 4623.90 	 0.0000 	 19.78 
11 	 10 	 7 	 0 	 2 	 5249.00 	 5249.00 	 0.0000 	 0.02 
11 	 10 	 7 	 1 	 2 	 5219.78 	 5219.78 	 0.0000 	 3.40 
11 	 10 	 7 	 2 	 2 	 5219.78 	 5219.78 	 0.0000 	 9.27 
11 	 10 	 7 	 3 	 2 	 5219.78 	 5219.78 	 0.0000 	 8.83 
