instance 	 n 	 Gamma 	 Delta 	 K 	 status 	 objbound 	 objval 	 mipgap 	 runtime 
1 	 10 	 3 	 2 	 2 	 9 	  0.00 	 4463.78 	 1.0000 	 600.01 
1 	 10 	 5 	 2 	 2 	 9 	  0.00 	 4985.86 	 1.0000 	 600.01 
1 	 10 	 7 	 0 	 2 	 2 	  5369.00 	 5369.00 	 0.0000 	 0.17 
1 	 10 	 7 	 1 	 2 	 9 	  0.00 	 5369.00 	 1.0000 	 600.02 
1 	 10 	 7 	 2 	 2 	 9 	  0.00 	 5369.00 	 1.0000 	 600.01 
1 	 10 	 7 	 3 	 2 	 9 	  0.00 	 5369.00 	 1.0000 	 600.02 
2 	 10 	 3 	 2 	 2 	 9 	  0.00 	 3539.04 	 1.0000 	 600.02 
2 	 10 	 5 	 2 	 2 	 9 	  0.00 	 4380.27 	 1.0000 	 600.02 
2 	 10 	 7 	 0 	 2 	 2 	  4847.00 	 4847.00 	 0.0000 	 0.17 
2 	 10 	 7 	 1 	 2 	 9 	  0.00 	 4847.00 	 1.0000 	 600.01 
2 	 10 	 7 	 2 	 2 	 9 	  0.00 	 4847.00 	 1.0000 	 600.01 
2 	 10 	 7 	 3 	 2 	 9 	  0.00 	 4847.00 	 1.0000 	 600.01 
3 	 10 	 3 	 2 	 2 	 9 	  0.00 	 4511.49 	 1.0000 	 600.04 
3 	 10 	 5 	 2 	 2 	 9 	  0.00 	 5302.69 	 1.0000 	 600.01 
3 	 10 	 7 	 0 	 2 	 2 	  5954.00 	 5954.00 	 0.0000 	 0.53 
3 	 10 	 7 	 1 	 2 	 9 	  0.00 	 5888.49 	 1.0000 	 600.03 
3 	 10 	 7 	 2 	 2 	 9 	  0.00 	 5886.35 	 1.0000 	 600.01 
3 	 10 	 7 	 3 	 2 	 9 	  0.00 	 5886.35 	 1.0000 	 600.02 
4 	 10 	 3 	 2 	 2 	 9 	  0.00 	 4341.82 	 1.0000 	 600.02 
4 	 10 	 5 	 2 	 2 	 9 	  0.00 	 5022.17 	 1.0000 	 600.02 
4 	 10 	 7 	 0 	 2 	 2 	  5640.00 	 5640.00 	 0.0000 	 0.39 
4 	 10 	 7 	 1 	 2 	 9 	  0.00 	 5589.56 	 1.0000 	 600.02 
4 	 10 	 7 	 2 	 2 	 9 	  0.00 	 5589.57 	 1.0000 	 600.02 
4 	 10 	 7 	 3 	 2 	 9 	  0.00 	 5589.56 	 1.0000 	 600.01 
5 	 10 	 3 	 2 	 2 	 9 	  0.00 	 4734.24 	 1.0000 	 600.03 
5 	 10 	 5 	 2 	 2 	 9 	  0.00 	 5603.86 	 1.0000 	 600.11 
5 	 10 	 7 	 0 	 2 	 2 	  6342.00 	 6342.00 	 0.0000 	 0.39 
5 	 10 	 7 	 1 	 2 	 9 	  0.00 	 6300.07 	 1.0000 	 600.01 
5 	 10 	 7 	 2 	 2 	 9 	  0.00 	 6300.07 	 1.0000 	 600.02 
5 	 10 	 7 	 3 	 2 	 9 	  0.00 	 6300.07 	 1.0000 	 600.02 
6 	 10 	 3 	 2 	 2 	 9 	  0.00 	 5564.37 	 1.0000 	 600.01 
6 	 10 	 5 	 2 	 2 	 9 	  0.00 	 6010.28 	 1.0000 	 600.05 
6 	 10 	 7 	 0 	 2 	 2 	  6327.00 	 6327.00 	 0.0000 	 0.17 
6 	 10 	 7 	 1 	 2 	 9 	  0.00 	 6323.67 	 1.0000 	 600.01 
6 	 10 	 7 	 2 	 2 	 9 	  0.00 	 6323.66 	 1.0000 	 600.01 
6 	 10 	 7 	 3 	 2 	 9 	  0.00 	 6323.67 	 1.0000 	 600.02 
7 	 10 	 3 	 2 	 2 	 9 	  0.00 	 4697.25 	 1.0000 	 600.03 
7 	 10 	 5 	 2 	 2 	 9 	  0.00 	 5334.09 	 1.0000 	 600.03 
7 	 10 	 7 	 0 	 2 	 2 	  5832.00 	 5832.00 	 0.0000 	 0.16 
7 	 10 	 7 	 1 	 2 	 9 	  0.00 	 5809.17 	 1.0000 	 600.02 
7 	 10 	 7 	 2 	 2 	 9 	  0.00 	 5809.17 	 1.0000 	 600.01 
7 	 10 	 7 	 3 	 2 	 9 	  0.00 	 5809.17 	 1.0000 	 600.03 
8 	 10 	 3 	 2 	 2 	 9 	  0.00 	 3937.04 	 1.0000 	 600.03 
8 	 10 	 5 	 2 	 2 	 9 	  0.00 	 4787.41 	 1.0000 	 600.02 
8 	 10 	 7 	 0 	 2 	 2 	  5353.00 	 5353.00 	 0.0000 	 0.33 
8 	 10 	 7 	 1 	 2 	 9 	  0.00 	 5328.79 	 1.0000 	 600.01 
8 	 10 	 7 	 2 	 2 	 9 	  0.00 	 5326.01 	 1.0000 	 600.02 
8 	 10 	 7 	 3 	 2 	 9 	  0.00 	 5323.72 	 1.0000 	 600.02 
9 	 10 	 3 	 2 	 2 	 9 	  0.00 	 3938.12 	 1.0000 	 600.02 
9 	 10 	 5 	 2 	 2 	 9 	  0.00 	 4433.74 	 1.0000 	 600.01 
9 	 10 	 7 	 0 	 2 	 2 	  4939.00 	 4939.00 	 0.0000 	 0.38 
9 	 10 	 7 	 1 	 2 	 9 	  0.00 	 4896.91 	 1.0000 	 600.01 
9 	 10 	 7 	 2 	 2 	 9 	  0.00 	 4896.90 	 1.0000 	 600.01 
9 	 10 	 7 	 3 	 2 	 9 	  0.00 	 4896.91 	 1.0000 	 600.01 
10 	 10 	 3 	 2 	 2 	 9 	  0.00 	 2434.46 	 1.0000 	 600.02 
10 	 10 	 5 	 2 	 2 	 9 	  0.00 	 3103.72 	 1.0000 	 600.02 
10 	 10 	 7 	 0 	 2 	 2 	  3577.00 	 3577.00 	 0.0000 	 0.14 
10 	 10 	 7 	 1 	 2 	 9 	  0.00 	 3577.00 	 1.0000 	 600.03 
10 	 10 	 7 	 2 	 2 	 9 	  0.00 	 3577.00 	 1.0000 	 600.02 
10 	 10 	 7 	 3 	 2 	 9 	  0.00 	 3577.00 	 1.0000 	 600.01 
11 	 10 	 3 	 2 	 2 	 9 	  0.00 	 3878.54 	 1.0000 	 600.01 
11 	 10 	 5 	 2 	 2 	 9 	  0.00 	 4631.70 	 1.0000 	 600.01 
11 	 10 	 7 	 0 	 2 	 2 	  5249.00 	 5249.00 	 0.0000 	 0.33 
11 	 10 	 7 	 1 	 2 	 9 	  0.00 	 5220.93 	 1.0000 	 600.01 
11 	 10 	 7 	 2 	 2 	 9 	  0.00 	 5222.00 	 1.0000 	 600.01 
11 	 10 	 7 	 3 	 2 	 9 	  0.00 	 5222.75 	 1.0000 	 600.03 
12 	 10 	 3 	 2 	 2 	 9 	  0.00 	 3412.19 	 1.0000 	 600.01 
12 	 10 	 5 	 2 	 2 	 9 	  0.00 	 3972.81 	 1.0000 	 600.14 
12 	 10 	 7 	 0 	 2 	 2 	  4398.00 	 4398.00 	 0.0000 	 0.20 
